"Report Type","DBN","School Name","Grade","Year","Demographic Category","Demographic Variable","# Total Days","# Days Absent","# Days Present","% Attendance","# Contributing 20+ Total Days","# Chronically Absent","% Chronically Absent","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"School","19K510","World Academy for Total Community Health High Scho","All Grades","2016-17","All Students","All Students",39503,7477,32026,81.1,269,154,57.2,246,0,0,0,0,0,0,0,0,0,0,58,68,59,61,139,56.5,107,43.5,11,4.5,184,74.8,46,18.7,3,1.2,2,0.8,49,19.9,23,9.3,219,89,79.4
"School","19K557","Brooklyn Gardens Elementary School","All Grades","2016-17","All Students","All Students",57892,5215,52677,91,369,118,32,335,25,48,57,52,54,53,46,0,0,0,0,0,0,0,163,48.7,172,51.3,1,0.3,210,62.7,112,33.4,4,1.2,8,2.4,101,30.1,23,6.9,306,91.3,92.8
"School","19K583","Multicultural High School","All Grades","2016-17","All Students","All Students",34176,3311,30865,90.3,229,72,31.4,202,0,0,0,0,0,0,0,0,0,0,34,57,66,45,104,51.5,98,48.5,0,0,0,0,201,99.5,0,0,1,0.5,4,2,185,91.6,198,98,95.6
"School","19K615","Transit Tech Career and Technical Education High S","All Grades","2016-17","All Students","All Students",131210,21161,110049,83.9,856,345,40.3,838,0,0,0,0,0,0,0,0,0,0,224,241,178,195,114,13.6,724,86.4,39,4.7,501,59.8,265,31.6,18,2.1,15,1.8,215,25.7,52,6.2,603,72,66.4
"School","19K618","Academy of Innovative Technology","All Grades","2016-17","All Students","All Students",63316,7863,55453,87.6,402,144,35.8,408,0,0,0,0,0,0,0,0,0,0,122,99,95,92,70,17.2,338,82.8,22,5.4,177,43.4,190,46.6,11,2.7,8,2,98,24,42,10.3,343,84.1,65.6
"School","19K639","Brooklyn Lab School","All Grades","2016-17","All Students","All Students",52626,10883,41743,79.3,388,211,54.4,329,0,0,0,0,0,0,0,0,0,0,113,81,79,56,132,40.1,197,59.9,35,10.6,103,31.3,176,53.5,6,1.8,9,2.7,64,19.5,71,21.6,278,84.5,80.1
"School","19K654","Van Siclen Community Middle School","All Grades","2016-17","All Students","All Students",55118,6017,49101,89.1,342,134,39.2,306,0,0,0,0,0,0,0,101,90,115,0,0,0,0,128,41.8,178,58.2,7,2.3,207,67.6,75,24.5,3,1,14,4.6,91,29.7,41,13.4,280,91.5,78.1
"School","19K659","Cypress Hills Collegiate Preparatory School","All Grades","2016-17","All Students","All Students",33434,3816,29618,88.6,216,60,27.8,215,0,0,0,0,0,0,0,0,0,0,58,53,49,55,99,46,116,54,27,12.6,47,21.9,131,60.9,6,2.8,4,1.9,35,16.3,38,17.7,197,91.6,75.3
"School","19K660","W. H. Maxwell Career and Technical Education High","All Grades","2016-17","All Students","All Students",69256,16451,52805,76.2,470,272,57.9,465,0,0,0,0,0,0,0,0,0,0,103,124,124,114,329,70.8,136,29.2,12,2.6,318,68.4,130,28,4,0.9,1,0.2,137,29.5,33,7.1,426,91.6,75.4
"School","19K661","Vista Academy","All Grades","2016-17","All Students","All Students",67995,4810,63185,92.9,399,102,25.6,381,0,0,0,0,0,0,0,145,122,114,0,0,0,0,208,54.6,173,45.4,20,5.2,94,24.7,245,64.3,15,3.9,7,1.8,68,17.8,38,10,366,96.1,72.2
"School","19K662","Liberty Avenue Middle School","All Grades","2016-17","All Students","All Students",79129,8077,71052,89.8,475,187,39.4,443,0,0,0,0,0,0,0,149,138,156,0,0,0,0,195,44,248,56,15,3.4,92,20.8,320,72.2,8,1.8,8,1.8,87,19.6,89,20.1,404,91.2,79.3
"School","19K663","School of the Future Brooklyn","All Grades","2016-17","All Students","All Students",24945,2000,22945,92,147,39,26.5,144,0,0,0,0,0,0,0,47,53,44,0,0,0,0,63,43.8,81,56.3,0,0,99,68.8,44,30.6,0,0,1,0.7,39,27.1,9,6.3,135,93.8,86.6
"School","19K677","East New York Elementary School of Excellence","All Grades","2016-17","All Students","All Students",95075,9275,85800,90.2,599,242,40.4,530,29,73,82,74,91,92,89,0,0,0,0,0,0,0,249,47,281,53,17,3.2,289,54.5,203,38.3,9,1.7,12,2.3,119,22.5,88,16.6,481,90.8,82.7
"School","19K678","East New York Middle School of Excellence","All Grades","2016-17","All Students","All Students",43849,3591,40258,91.8,258,75,29.1,249,0,0,0,0,0,0,0,88,76,85,0,0,0,0,123,49.4,126,50.6,9,3.6,139,55.8,96,38.6,1,0.4,4,1.6,67,26.9,25,10,225,90.4,83.6
"School","19K683","School for Classics High School","All Grades","2016-17","All Students","All Students",50324,8292,42032,83.5,334,161,48.2,313,0,0,0,0,0,0,0,0,0,0,86,75,79,73,191,61,122,39,43,13.7,172,55,86,27.5,4,1.3,8,2.6,65,20.8,61,19.5,267,85.3,76
"School","19K760","Highland Park Community School","All Grades","2016-17","All Students","All Students",52666,5127,47539,90.3,311,115,37,298,0,0,0,0,0,0,0,101,97,100,0,0,0,0,125,41.9,173,58.1,8,2.7,54,18.1,227,76.2,6,2,3,1,54,18.1,44,14.8,276,92.6,71.8
"School","19K764","The Urban Assembly School for Collaborative Health","All Grades","2016-17","All Students","All Students",37126,4799,32327,87.1,251,113,45,230,0,0,0,0,0,0,0,0,0,0,72,90,68,0,154,67,76,33,37,16.1,93,40.4,85,37,10,4.3,5,2.2,38,16.5,49,21.3,174,75.7,72
"School","20K030","P.S./I.S. 30 Mary White Ovington","All Grades","2016-17","All Students","All Students",141324,6735,134589,95.2,839,109,13,802,0,118,100,104,102,0,0,122,124,132,0,0,0,0,385,48,417,52,177,22.1,11,1.4,252,31.4,5,0.6,357,44.5,151,18.8,198,24.7,649,80.9,57.1
"School","20K048","P.S. 048 Mapleton","All Grades","2016-17","All Students","All Students",102891,5448,97443,94.7,616,108,17.5,590,18,100,89,87,94,114,88,0,0,0,0,0,0,0,280,47.5,310,52.5,283,48,3,0.5,155,26.3,10,1.7,139,23.6,103,17.5,182,30.8,354,60,65.6
"School","20K062","J.H.S. 062 Ditmas","All Grades","2016-17","All Students","All Students",212055,9889,202166,95.3,1250,135,10.8,1191,0,0,0,0,0,0,0,401,375,415,0,0,0,0,582,48.9,609,51.1,388,32.6,259,21.7,370,31.1,10,0.8,164,13.8,205,17.2,263,22.1,1035,86.9,68.6
"School","20K069","P.S. 69 Vincent D. Grippo School","All Grades","2016-17","All Students","All Students",148575,2898,145677,98,900,27,3,855,0,130,121,143,152,150,159,0,0,0,0,0,0,0,412,48.2,443,51.8,782,91.5,1,0.1,33,3.9,3,0.4,36,4.2,105,12.3,470,55,826,96.6,67.4
"School","20K102","P.S. 102 The Bayview","All Grades","2016-17","All Students","All Students",250218,11396,238822,95.4,1474,148,10,1428,0,245,230,256,228,225,244,0,0,0,0,0,0,0,710,49.7,718,50.3,215,15.1,16,1.1,380,26.6,34,2.4,783,54.8,251,17.6,241,16.9,931,65.2,49.9
"School","20K104","P.S./I.S. 104 The Fort Hamilton School","All Grades","2016-17","All Students","All Students",225157,9842,215315,95.6,1324,138,10.4,1278,0,137,133,116,119,148,126,165,168,166,0,0,0,0,578,45.2,700,54.8,283,22.1,48,3.8,324,25.4,38,3,585,45.8,174,13.6,121,9.5,740,57.9,42.1
"School","20K105","P.S. 105 The Blythebourne","All Grades","2016-17","All Students","All Students",279966,4831,275135,98.3,1677,39,2.3,1598,0,250,282,264,265,264,273,0,0,0,0,0,0,0,769,48.1,829,51.9,1466,91.7,2,0.1,77,4.8,1,0.1,52,3.3,113,7.1,797,49.9,854,53.4,64.5
"School","20K112","P.S. 112 Lefferts Park","All Grades","2016-17","All Students","All Students",116629,5933,110696,94.9,682,109,16,655,17,123,124,100,93,97,101,0,0,0,0,0,0,0,293,44.7,362,55.3,255,38.9,0,0,211,32.2,4,0.6,185,28.2,118,18,161,24.6,366,55.9,61.5
"School","20K127","P.S. 127 Mckinley Park","All Grades","2016-17","All Students","All Students",92056,4767,87289,94.8,547,76,13.9,523,0,99,94,79,71,83,97,0,0,0,0,0,0,0,251,48,272,52,183,35,4,0.8,108,20.7,5,1,223,42.6,96,18.4,154,29.4,407,77.8,48.6
"School","20K160","P.S. 160 William T. Sampson","All Grades","2016-17","All Students","All Students",233126,6304,226822,97.3,1394,71,5.1,1336,0,154,229,275,241,239,198,0,0,0,0,0,0,0,638,47.8,698,52.2,1142,85.5,8,0.6,133,10,5,0.4,48,3.6,156,11.7,884,66.2,738,55.2,69.2
"School","20K163","P.S. 163 Bath Beach","All Grades","2016-17","All Students","All Students",107669,5324,102345,95.1,634,82,12.9,611,0,50,54,60,57,71,68,89,90,72,0,0,0,0,288,47.1,323,52.9,168,27.5,7,1.1,207,33.9,4,0.7,225,36.8,127,20.8,119,19.5,486,79.5,62
"School","20K164","P.S. 164 Caesar Rodney","All Grades","2016-17","All Students","All Students",114247,5376,108871,95.3,675,89,13.2,658,50,153,89,107,96,96,67,0,0,0,0,0,0,0,326,49.5,332,50.5,251,38.1,9,1.4,296,45,15,2.3,87,13.2,126,19.1,118,17.9,436,66.3,77.5
"School","20K170","Ralph A. Fabrizio School","All Grades","2016-17","All Students","All Students",188050,6531,181519,96.5,1133,76,6.7,1065,0,177,165,162,176,197,188,0,0,0,0,0,0,0,486,45.6,579,54.4,531,49.9,9,0.8,191,17.9,9,0.8,325,30.5,142,13.3,399,37.5,983,92.3,65.4
"School","20K176","P.S. 176 Ovington","All Grades","2016-17","All Students","All Students",245734,6434,239300,97.4,1438,72,5,1399,0,175,208,219,257,266,274,0,0,0,0,0,0,0,685,49,714,51,907,64.8,9,0.6,287,20.5,6,0.4,190,13.6,160,11.4,399,28.5,1226,87.6,61.2
"School","20K179","P.S. 179 Kensington","All Grades","2016-17","All Students","All Students",159902,10458,149444,93.5,953,200,21,913,36,168,143,157,137,132,140,0,0,0,0,0,0,0,453,49.6,460,50.4,507,55.5,32,3.5,236,25.8,12,1.3,126,13.8,153,16.8,443,48.5,663,72.6,78
"School","20K180","The SEEALL Academy","All Grades","2016-17","All Students","All Students",204262,8398,195864,95.9,1189,113,9.5,1160,32,122,97,117,96,82,97,170,177,170,0,0,0,0,525,45.3,635,54.7,523,45.1,11,0.9,319,27.5,13,1.1,294,25.3,190,16.4,316,27.2,1032,89,68.6
"School","20K185","P.S. 185 Walter Kassenbrock","All Grades","2016-17","All Students","All Students",117732,5473,112259,95.4,686,61,8.9,673,0,127,107,124,91,108,116,0,0,0,0,0,0,0,337,50.1,336,49.9,56,8.3,5,0.7,110,16.3,21,3.1,481,71.5,89,13.2,53,7.9,269,40,31.9
"School","20K186","P.S. 186 Dr. Irving A Gladstone","All Grades","2016-17","All Students","All Students",179202,8291,170911,95.4,1051,135,12.8,1009,20,181,147,195,150,147,169,0,0,0,0,0,0,0,487,48.3,522,51.7,407,40.3,2,0.2,267,26.5,11,1.1,322,31.9,163,16.2,318,31.5,570,56.5,60.9
"School","20K187","The Christa McAuliffe School\I.S. 187","All Grades","2016-17","All Students","All Students",156834,3007,153827,98.1,894,32,3.6,892,0,0,0,0,0,0,0,273,276,343,0,0,0,0,462,51.8,430,48.2,595,66.7,5,0.6,57,6.4,2,0.2,233,26.1,88,9.9,26,2.9,564,63.2,43.9
"School","20K192","P.S. 192 - The Magnet School for Math and Science","All Grades","2016-17","All Students","All Students",120741,7623,113118,93.7,719,147,20.4,693,29,109,76,89,62,70,70,72,67,49,0,0,0,0,360,51.9,333,48.1,146,21.1,11,1.6,339,48.9,4,0.6,193,27.8,150,21.6,229,33,443,63.9,75.1
"School","20K200","P.S. 200 Benson School","All Grades","2016-17","All Students","All Students",227234,13009,214225,94.3,1356,220,16.2,1299,40,231,208,212,192,209,207,0,0,0,0,0,0,0,629,48.4,670,51.6,454,34.9,11,0.8,283,21.8,18,1.4,533,41,169,13,354,27.3,1033,79.5,58.9
"School","20K201","J.H.S. 201 The Dyker Heights","All Grades","2016-17","All Students","All Students",267712,8556,259156,96.8,1549,103,6.6,1522,0,0,0,0,0,0,0,514,512,496,0,0,0,0,706,46.4,816,53.6,745,48.9,6,0.4,240,15.8,10,0.7,521,34.2,204,13.4,143,9.4,1141,75,50.3
"School","20K204","P.S. 204 Vince Lombardi","All Grades","2016-17","All Students","All Students",208517,7835,200682,96.2,1211,109,9,1195,40,199,177,191,196,185,207,0,0,0,0,0,0,0,574,48,621,52,633,53,5,0.4,220,18.4,7,0.6,330,27.6,179,15,173,14.5,910,76.2,49.6
"School","20K205","P.S. 205 Clarion","All Grades","2016-17","All Students","All Students",221030,8854,212176,96,1308,140,10.7,1246,60,194,202,222,193,205,170,0,0,0,0,0,0,0,608,48.8,638,51.2,723,58,14,1.1,237,19,2,0.2,270,21.7,199,16,355,28.5,708,56.8,61.1
"School","20K220","J.H.S. 220 John J. Pershing","All Grades","2016-17","All Students","All Students",263019,12167,250852,95.4,1555,201,12.9,1489,0,0,0,0,0,0,0,489,512,488,0,0,0,0,719,48.3,770,51.7,767,51.5,18,1.2,615,41.3,0,0,89,6,213,14.3,472,31.7,965,64.8,75.1
"School","20K223","J.H.S. 223 The Montauk","All Grades","2016-17","All Students","All Students",177105,7915,169190,95.5,1046,122,11.7,1004,0,0,0,0,0,0,0,343,327,334,0,0,0,0,473,47.1,531,52.9,630,62.7,23,2.3,252,25.1,4,0.4,95,9.5,134,13.3,325,32.4,962,95.8,73
"School","20K227","J.H.S. 227 Edward B. Shallow","All Grades","2016-17","All Students","All Students",245570,10244,235326,95.8,1476,179,12.1,1379,0,0,0,0,0,0,0,487,442,450,0,0,0,0,645,46.8,734,53.2,827,60,8,0.6,335,24.3,4,0.3,205,14.9,184,13.3,393,28.5,1175,85.2,65
"School","20K229","P.S. 229 Dyker","All Grades","2016-17","All Students","All Students",218867,7350,211517,96.6,1289,95,7.4,1240,35,149,127,128,147,142,168,113,130,101,0,0,0,0,613,49.4,627,50.6,705,56.9,19,1.5,146,11.8,9,0.7,361,29.1,180,14.5,154,12.4,688,55.5,37
"School","20K247","P.S. 247 Brooklyn","All Grades","2016-17","All Students","All Students",150137,7229,142908,95.2,880,112,12.7,850,0,148,147,156,132,135,132,0,0,0,0,0,0,0,425,50,425,50,416,48.9,8,0.9,111,13.1,2,0.2,313,36.8,145,17.1,245,28.8,420,49.4,54.3
"School","20K259","J.H.S. 259 William McKinley","All Grades","2016-17","All Students","All Students",309595,12323,297272,96,1800,194,10.8,1758,0,0,0,0,0,0,0,615,575,568,0,0,0,0,817,46.5,941,53.5,770,43.8,26,1.5,361,20.5,7,0.4,594,33.8,200,11.4,210,11.9,1303,74.1,56.9
"School","20K264","P.S. 264 Bay Ridge Elementary School For The Arts","All Grades","2016-17","All Students","All Students",87614,4138,83476,95.3,513,55,10.7,500,0,83,81,90,84,84,78,0,0,0,0,0,0,0,251,50.2,249,49.8,59,11.8,14,2.8,157,31.4,8,1.6,262,52.4,120,24,73,14.6,337,67.4,53
"School","20K310","The School For Future Leaders","All Grades","2016-17","All Students","All Students",74561,1408,73153,98.1,448,17,3.8,424,0,48,61,63,81,89,82,0,0,0,0,0,0,0,197,46.5,227,53.5,361,85.1,1,0.2,37,8.7,0,0,25,5.9,45,10.6,209,49.3,413,97.4,77.9
"School","20K445","New Utrecht High School","All Grades","2016-17","All Students","All Students",582481,76685,505796,86.8,3730,1159,31.1,3661,0,0,0,0,0,0,0,0,0,0,1085,952,796,828,1564,42.7,2097,57.3,1459,39.9,127,3.5,1095,29.9,36,1,944,25.8,607,16.6,748,20.4,2680,73.2,66.8
"School","20K485","High School of Telecommunication Arts and Technolo","All Grades","2016-17","All Students","All Students",203108,14626,188482,92.8,1280,233,18.2,1263,0,0,0,0,0,0,0,0,0,0,312,339,328,284,543,43,720,57,242,19.2,102,8.1,666,52.7,40,3.2,213,16.9,245,19.4,81,6.4,935,74,64.4
"School","20K490","Fort Hamilton High School","All Grades","2016-17","All Students","All Students",718443,71934,646509,90,4607,1230,26.7,4551,0,0,0,0,0,0,0,0,0,0,1291,1356,1004,900,2134,46.9,2417,53.1,1243,27.3,196,4.3,1432,31.5,116,2.5,1564,34.4,690,15.2,757,16.6,3156,69.3,62.7
"School","20K503","P.S. 503: The School of Discovery","All Grades","2016-17","All Students","All Students",192279,9284,182995,95.2,1141,147,12.9,1094,0,155,194,191,172,206,176,0,0,0,0,0,0,0,537,49.1,557,50.9,205,18.7,12,1.1,817,74.7,4,0.4,56,5.1,232,21.2,630,57.6,1053,96.3,84.5
"School","20K505","Franklin Delano Roosevelt High School","All Grades","2016-17","All Students","All Students",506122,57341,448781,88.7,3301,944,28.6,3183,0,0,0,0,0,0,0,0,0,0,861,1046,621,655,1356,42.6,1827,57.4,1241,39,374,11.7,993,31.2,20,0.6,555,17.4,454,14.3,NA,36.5,2503,78.6,77.5
"School","20K506","P.S. 506: The School of Journalism & Technology","All Grades","2016-17","All Students","All Students",146989,7934,139055,94.6,873,145,16.6,836,0,176,146,143,114,120,137,0,0,0,0,0,0,0,399,47.7,437,52.3,242,28.9,8,1,547,65.4,1,0.1,38,4.5,146,17.5,243,29.1,797,95.3,77.3
"School","20K609","Urban Assembly School for Criminal Justice","All Grades","2016-17","All Students","All Students",92058,8121,83937,91.2,564,163,28.9,558,0,0,0,0,0,0,0,78,70,69,96,82,78,85,558,100,0,0,262,47,102,18.3,106,19,12,2.2,76,13.6,83,14.9,82,14.7,524,93.9,71.7
"School","20K682","The Academy of Talented Scholars","All Grades","2016-17","All Students","All Students",63487,2802,60685,95.6,366,33,9,360,0,57,62,64,63,62,52,0,0,0,0,0,0,0,159,44.2,201,55.8,66,18.3,16,4.4,51,14.2,4,1.1,223,61.9,100,27.8,17,4.7,132,36.7,31.2
"School","20K686","Brooklyn School of Inquiry","All Grades","2016-17","All Students","All Students",101960,4120,97840,96,589,42,7.1,585,0,51,62,64,65,64,65,65,87,62,0,0,0,0,294,50.3,291,49.7,108,18.5,29,5,24,4.1,17,2.9,407,69.6,40,6.8,49,8.4,125,21.4,20.3
"School","20K748","P.S. 748 Brooklyn School for Global Scholars","All Grades","2016-17","All Students","All Students",99055,3820,95235,96.1,585,52,8.9,555,0,90,82,88,101,102,92,0,0,0,0,0,0,0,275,49.5,280,50.5,218,39.3,2,0.4,138,24.9,9,1.6,188,33.9,73,13.2,93,16.8,385,69.4,50.8
"School","20K971","School of Math, Science, and Healthy Living","All Grades","2016-17","All Students","All Students",65457,1794,63663,97.3,387,11,2.8,374,0,52,54,64,68,75,61,0,0,0,0,0,0,0,177,47.3,197,52.7,195,52.1,4,1.1,144,38.5,0,0,31,8.3,43,11.5,152,40.6,346,92.5,68.4
"School","21K090","P.S. 90 Edna Cohen School","All Grades","2016-17","All Students","All Students",113232,9160,104072,91.9,688,212,30.8,648,85,106,97,91,96,98,75,0,0,0,0,0,0,0,333,51.4,315,48.6,74,11.4,104,16,377,58.2,10,1.5,83,12.8,119,18.4,129,19.9,471,72.7,80.5
"School","21K095","P.S. 095 The Gravesend","All Grades","2016-17","All Students","All Students",163437,8561,154876,94.8,962,146,15.2,923,18,98,144,128,142,129,119,56,48,41,0,0,0,0,448,48.5,475,51.5,285,30.9,85,9.2,345,37.4,7,0.8,201,21.8,172,18.6,127,13.8,537,58.2,66.2
"School","21K096","I.S. 096 Seth Low","All Grades","2016-17","All Students","All Students",128238,8384,119854,93.5,776,152,19.6,723,0,0,0,0,0,0,0,259,234,230,0,0,0,0,335,46.3,388,53.7,247,34.2,71,9.8,189,26.1,12,1.7,204,28.2,172,23.8,240,33.2,468,64.7,65.7
"School","21K097","P.S. 97 The Highlawn","All Grades","2016-17","All Students","All Students",148465,6330,142135,95.7,867,107,12.3,844,54,130,122,124,136,134,144,0,0,0,0,0,0,0,395,46.8,449,53.2,445,52.7,11,1.3,164,19.4,7,0.8,217,25.7,125,14.8,252,29.9,462,54.7,56.2
"School","21K098","I.S. 98 Bay Academy","All Grades","2016-17","All Students","All Students",265146,11311,253835,95.7,1516,152,10,1513,0,0,0,0,0,0,0,510,511,492,0,0,0,0,820,54.2,693,45.8,399,26.4,41,2.7,129,8.5,35,2.3,909,60.1,150,9.9,17,1.1,833,55.1,40.5
"School","21K099","P.S. 099 Isaac Asimov","All Grades","2016-17","All Students","All Students",153044,12563,140481,91.8,923,276,29.9,879,36,89,89,118,113,89,93,69,93,90,0,0,0,0,453,51.5,426,48.5,368,41.9,68,7.7,158,18,7,0.8,278,31.6,123,14,274,31.2,490,55.7,65.8
"School","21K100","P.S. 100 The Coney Island School","All Grades","2016-17","All Students","All Students",135518,8748,126770,93.5,795,147,18.5,777,52,135,133,122,127,113,95,0,0,0,0,0,0,0,404,52,373,48,34,4.4,27,3.5,43,5.5,2,0.3,671,86.4,133,17.1,131,16.9,418,53.8,38
"School","21K101","P.S. 101 The Verrazano","All Grades","2016-17","All Students","All Students",156812,6967,149845,95.6,917,110,12,885,0,125,136,152,160,157,155,0,0,0,0,0,0,0,428,48.4,457,51.6,471,53.2,5,0.6,154,17.4,10,1.1,245,27.7,183,20.7,191,21.6,488,55.1,57.1
"School","21K121","P.S. 121 Nelson A. Rockefeller","All Grades","2016-17","All Students","All Students",61788,3545,58243,94.3,363,49,13.5,350,18,36,39,43,41,32,45,39,28,29,0,0,0,0,163,46.6,187,53.4,60,17.1,11,3.1,144,41.1,5,1.4,130,37.1,95,27.1,73,20.9,191,54.6,62.5
"School","21K128","P.S. 128 Bensonhurst","All Grades","2016-17","All Students","All Students",78841,3933,74908,95,476,68,14.3,440,0,75,83,77,62,80,63,0,0,0,0,0,0,0,209,47.5,231,52.5,127,28.9,3,0.7,75,17,1,0.2,234,53.2,76,17.3,198,45,369,83.9,61.3
"School","21K153","P.S. 153 Homecrest","All Grades","2016-17","All Students","All Students",94220,5640,88580,94,568,113,19.9,536,51,94,69,88,76,83,75,0,0,0,0,0,0,0,262,48.9,274,51.1,142,26.5,10,1.9,188,35.1,29,5.4,167,31.2,110,20.5,128,23.9,319,59.5,63.8
"School","21K177","P.S. 177 The Marlboro","All Grades","2016-17","All Students","All Students",171083,10257,160826,94,1002,182,18.2,968,36,163,158,138,162,160,151,0,0,0,0,0,0,0,482,49.8,486,50.2,259,26.8,8,0.8,321,33.2,21,2.2,359,37.1,183,18.9,324,33.5,605,62.5,65.2
"School","21K188","P.S. 188 Michael E. Berdy","All Grades","2016-17","All Students","All Students",85752,10407,75345,87.9,531,270,50.8,486,32,71,79,76,68,95,65,0,0,0,0,0,0,0,242,49.8,244,50.2,20,4.1,242,49.8,173,35.6,10,2.1,41,8.4,119,24.5,29,6,396,81.5,85.4
"School","21K199","P.S. 199 Frederick Wachtel","All Grades","2016-17","All Students","All Students",91482,6272,85210,93.1,544,120,22.1,521,32,99,88,78,78,82,64,0,0,0,0,0,0,0,258,49.5,263,50.5,122,23.4,23,4.4,121,23.2,5,1,250,48,94,18,161,30.9,434,83.3,68.8
"School","21K209","P.S. 209 Margaret Mead","All Grades","2016-17","All Students","All Students",126049,6790,119259,94.6,740,119,16.1,713,35,90,89,85,68,86,80,64,65,51,0,0,0,0,365,51.2,348,48.8,217,30.4,27,3.8,173,24.3,5,0.7,291,40.8,197,27.6,140,19.6,552,77.4,54.1
"School","21K212","P.S. 212 Lady Deborah Moody","All Grades","2016-17","All Students","All Students",120685,8466,112219,93,728,197,27.1,697,54,101,112,115,125,93,97,0,0,0,0,0,0,0,365,52.4,332,47.6,229,32.9,102,14.6,230,33,8,1.1,128,18.4,163,23.4,130,18.7,613,87.9,76.8
"School","21K215","P.S. 215 Morris H. Weiss","All Grades","2016-17","All Students","All Students",157419,10622,146797,93.3,928,211,22.7,894,54,114,130,158,146,170,122,0,0,0,0,0,0,0,446,49.9,448,50.1,204,22.8,23,2.6,241,27,10,1.1,416,46.5,122,13.6,182,20.4,646,72.3,55.3
"School","21K216","P.S. 216 Arturo Toscanini","All Grades","2016-17","All Students","All Students",129115,8249,120866,93.6,771,159,20.6,739,95,117,117,107,104,110,89,0,0,0,0,0,0,0,386,52.2,353,47.8,189,25.6,31,4.2,145,19.6,13,1.8,361,48.8,90,12.2,130,17.6,550,74.4,48.2
"School","21K225","P.S. K225 - The Eileen E. Zaglin","All Grades","2016-17","All Students","All Students",174707,13509,161198,92.3,1063,328,30.9,976,45,85,101,94,92,118,86,111,130,114,0,0,0,0,425,43.5,551,56.5,177,18.1,19,1.9,354,36.3,9,0.9,417,42.7,199,20.4,412,42.2,554,56.8,65.5
"School","21K226","P.S. 226 Alfred De B. Mason","All Grades","2016-17","All Students","All Students",180138,9675,170463,94.6,1067,174,16.3,1022,53,98,102,110,107,112,123,106,104,107,0,0,0,0,490,47.9,532,52.1,309,30.2,23,2.3,296,29,7,0.7,387,37.9,169,16.5,238,23.3,861,84.2,64.1
"School","21K228","I.S. 228 David A. Boody","All Grades","2016-17","All Students","All Students",244778,13119,231659,94.6,1411,233,16.5,1383,0,0,0,0,0,0,0,430,415,538,0,0,0,0,699,50.5,684,49.5,386,27.9,99,7.2,363,26.2,14,1,521,37.7,227,16.4,155,11.2,1112,80.4,55.6
"School","21K238","P.S. 238 Anne Sullivan","All Grades","2016-17","All Students","All Students",105552,7560,97992,92.8,628,146,23.2,593,71,58,66,47,51,56,55,58,57,74,0,0,0,0,291,49.1,302,50.9,107,18,28,4.7,318,53.6,5,0.8,135,22.8,142,23.9,172,29,401,67.6,71.4
"School","21K239","Mark Twain I.S. 239 for the Gifted & Talented","All Grades","2016-17","All Students","All Students",222947,9301,213646,95.8,1271,116,9.1,1270,0,0,0,0,0,0,0,452,436,382,0,0,0,0,658,51.8,612,48.2,341,26.9,80,6.3,71,5.6,98,7.7,680,53.5,144,11.3,12,0.9,347,27.3,28
"School","21K253","P.S. 253","All Grades","2016-17","All Students","All Students",161833,8536,153297,94.7,961,145,15.1,913,36,160,144,158,140,150,125,0,0,0,0,0,0,0,434,47.5,479,52.5,352,38.6,3,0.3,355,38.9,13,1.4,190,20.8,152,16.6,212,23.2,615,67.4,75.3
"School","21K281","I.S. 281 Joseph B Cavallaro","All Grades","2016-17","All Students","All Students",228055,13914,214141,93.9,1334,246,18.4,1290,0,0,0,0,0,0,0,491,407,392,0,0,0,0,585,45.3,705,54.7,497,38.5,85,6.6,321,24.9,13,1,374,29,217,16.8,206,16,1066,82.6,59.8
"School","21K288","P.S. 288 The Shirley Tanyhill","All Grades","2016-17","All Students","All Students",119555,13347,106208,88.8,732,351,48,681,36,85,85,86,78,75,63,68,56,49,0,0,0,0,338,49.6,343,50.4,13,1.9,392,57.6,227,33.3,4,0.6,45,6.6,188,27.6,49,7.2,577,84.7,89.4
